"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"31","ILMN_1677827",0.110381565903893,8.28212890628248,6.23291879507597,1.09104416131994e-09,5.31796745110567e-05,11.1919587497545,"TLR7","toll like receptor 7"
"123","ILMN_1764709",0.254037747961078,9.29991191358913,6.0298295512447,3.53031177300334e-09,8.60372282198645e-05,10.0487636009652,"MAFB","MAF bZIP transcription factor B"
"19","ILMN_1665332",-0.137205511644844,8.26119432975694,-5.57018237114461,4.48620452210083e-08,0.000546666452040597,7.58053215145032,NA,NA
"165","ILMN_1793410",0.0929665672886699,8.41347649662851,5.58381525094212,4.17013127657762e-08,0.000546666452040597,7.65131896729023,"SNTB1","syntrophin beta 1"
"20","ILMN_1666633",-0.0558102057339465,8.02284642877969,-5.22331600535894,2.7408475305001e-07,0.00123385944170959,5.83027306654182,NA,NA
"96","ILMN_1739428",0.406019090384165,10.6958524691185,5.23357111419146,2.60159067740449e-07,0.00123385944170959,5.88060504192859,"IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"108","ILMN_1748473",0.178040929441448,12.2060192561937,5.37229393194838,1.27450639118569e-07,0.00123385944170959,6.56996450169763,"GIMAP4","GTPase, IMAP family member 4"
"142","ILMN_1777325",0.374165337122788,10.6305421952057,5.27776988874921,2.07597044915022e-07,0.00123385944170959,6.09852542968536,"STAT1","signal transducer and activator of transcription 1"
"153","ILMN_1784333",0.0807776700178806,8.36759743377474,5.25748317330105,2.30299969717108e-07,0.00123385944170959,5.99830252187471,"SECISBP2L","SECIS binding protein 2 like"
"183","ILMN_1810289",0.158843347581689,8.28435312872985,5.32196233039945,1.65403357206782e-07,0.00123385944170959,6.31802277282026,"MYOF","myoferlin"
"208","ILMN_2090397",-0.135130697477651,8.87706877424594,-5.22020162530609,2.78455005104541e-07,0.00123385944170959,5.81500492586751,"ISG20L2","interferon stimulated exonuclease gene 20 like 2"
"101","ILMN_1742431",-0.158883136935922,9.02315586051171,-5.13675012249067,4.24221948300233e-07,0.00153384111252425,5.40887903059668,NA,NA
"160","ILMN_1788160",0.0576131839709886,8.0088494236947,5.12563030833256,4.48511492064842e-07,0.00153384111252425,5.35519982603264,"KIF5B","kinesin family member 5B"
"244","ILMN_2336982",0.206015482439575,10.4735634322031,5.11540621299475,4.72028572645025e-07,0.00153384111252425,5.30593538906419,"NPTN","neuroplastin"
"258","ILMN_2403237",0.0639366089480617,8.08554016132944,5.11761340793632,4.66852764453755e-07,0.00153384111252425,5.31656331106132,"CHN2","chimerin 2"
"170","ILMN_1797341",0.163795368489556,9.88925513572586,5.0958149433095,5.20470129237742e-07,0.00158554718995663,5.21177889672811,"ARID1A","AT-rich interaction domain 1A"
"80","ILMN_1724181",0.0778620566167074,8.03854321821333,5.07849086297114,5.67285915315642e-07,0.00159624975839926,5.12878532775648,"IL15","interleukin 15"
"216","ILMN_2123312",-0.190995915455559,11.6325552231187,-5.07075568788694,5.89481261564701e-07,0.00159624975839926,5.09180975157771,"ERAP2","endoplasmic reticulum aminopeptidase 2"
"57","ILMN_1705241",0.139274085158933,8.7310669585867,5.05899533597555,6.24843959358737e-07,0.0016029549614244,5.03568888142652,"TDRD7","tudor domain containing 7"
"126","ILMN_1766916",0.0778550946750016,8.21100875093037,5.02269783765492,7.47409026282974e-07,0.00182151053795424,4.86320558335984,"RPAP3","RNA polymerase II associated protein 3"
"46","ILMN_1695917",0.158834490708168,9.19409682758211,4.99812777849071,8.4323991313818e-07,0.00195719999267529,4.74707704498168,"C5orf15","chromosome 5 open reading frame 15"
"211","ILMN_2110751",-0.13597155868707,9.2543837776501,-4.98558998327169,8.96613023571632e-07,0.00198648690886039,4.68801340662455,"CHRNA5","cholinergic receptor nicotinic alpha 5 subunit"
"140","ILMN_1774077",0.289046087428011,11.7041728724807,4.95108138049065,1.06091713782256e-06,0.00224831404920639,4.52613130196818,"GBP2","guanylate binding protein 2"
"206","ILMN_2078724",-0.164958914066521,10.4042673343884,-4.92282628097436,1.21675658827973e-06,0.00247113123441378,4.39433174606257,NA,NA
"90","ILMN_1733412",-0.0506838912272984,7.89553867148533,-4.87763931949013,1.51290053862698e-06,0.00294967192215024,4.18495256605472,NA,NA
"1","ILMN_1651346",0.074268693872428,8.46708127251213,4.86454929506812,1.61095004589971e-06,0.00297636812139914,4.12462110148893,"TICAM2","TIR domain containing adaptor molecule 2"
"2","ILMN_1651346",0.074268693872428,8.46708127251213,4.86454929506812,1.61095004589971e-06,0.00297636812139914,4.12462110148893,"TMED7-TICAM2","TMED7-TICAM2 readthrough"
"50","ILMN_1701114",0.316515203209898,8.90422154005057,4.85971089315678,1.64872059574447e-06,0.00297636812139914,4.10235782611259,"GBP1","guanylate binding protein 1"
"245","ILMN_2360705",0.0733046461497455,8.35653004264801,4.79437174574088,2.25038471972951e-06,0.00391743757175198,3.8036544570656,"ACSL3","acyl-CoA synthetase long chain family member 3"
"239","ILMN_2316878",0.0375212918942358,7.88790375810085,4.77593134139555,2.45535692028718e-06,0.00412686231064268,3.7200096237004,"PTPRO","protein tyrosine phosphatase receptor type O"
"81","ILMN_1724493",0.194533471086011,10.3220834595512,4.66796010616684,4.06773264056161e-06,0.00600816437473497,3.23608593228096,"LYSMD2","LysM domain containing 2"
"199","ILMN_1900734",-0.120232221771186,8.54077325522334,-4.66937672099568,4.04112997131471e-06,0.00600816437473497,3.24237051662225,NA,NA
"229","ILMN_2249920",-0.169230911266517,9.04824019616972,-4.67230922141788,3.98659109081838e-06,0.00600816437473497,3.25538555779208,"FYN","FYN proto-oncogene, Src family tyrosine kinase"
"236","ILMN_2288483",-0.184788173155729,11.0959915563826,-4.68796645518587,3.70716937311398e-06,0.00600816437473497,3.32500045293988,"CEP19","centrosomal protein 19"
"35","ILMN_1684771",0.167653687320989,9.27460158720907,4.64065877753128,4.61455939474053e-06,0.00632309749961969,3.1153046910634,"PGRMC1","progesterone receptor membrane component 1"
"92","ILMN_1734483",-0.107740969173268,8.78514364104952,-4.63210982388908,4.79985654027181e-06,0.00632309749961969,3.07761579923996,"BSDC1","BSD domain containing 1"
"103","ILMN_1745784",-0.107579272517343,8.48499083406089,-4.64200705748187,4.58597072823615e-06,0.00632309749961969,3.12125445278826,"ZNF324","zinc finger protein 324"
"215","ILMN_2118864",0.0688859925817447,8.21622257833327,4.63294084805281,4.78153506061237e-06,0.00632309749961969,3.08127669112812,"RAB1A","RAB1A, member RAS oncogene family"
"82","ILMN_1725312",0.108252031750458,8.64834620111047,4.61074848465798,5.29464651405343e-06,0.00661722206123057,2.9837172149727,"RASA1","RAS p21 protein activator 1"
"214","ILMN_2115949",-0.169214215650266,10.0244762769072,-4.61487858552293,5.19531080005667e-06,0.00661722206123057,3.00184136230382,"ZNF394","zinc finger protein 394"
"45","ILMN_1692826",-0.058117397146539,8.02545814940361,-4.57506407692227,6.23233849979553e-06,0.00715688593395718,2.8277355854815,"UNKL","unk like zinc finger"
"47","ILMN_1698725",0.0841620677160382,8.07128248220352,4.56428033484796,6.54577504448039e-06,0.00715688593395718,2.78081456453035,"FRMD3","FERM domain containing 3"
"93","ILMN_1735415",-0.0677435357733422,8.60350176906543,-4.55737824785455,6.75427255676891e-06,0.00715688593395718,2.7508357086283,"NUDT16L1","nudix hydrolase 16 like 1"
"112","ILMN_1757287",0.0571507886580891,8.03130931291747,4.58755452778277,5.88730049821547e-06,0.00715688593395718,2.88220816434405,"MAPK6","mitogen-activated protein kinase 6"
"147","ILMN_1779706",0.0340224017850126,7.92250470800413,4.57659100925593,6.18913920518101e-06,0.00715688593395718,2.83438752187486,"TP53BP2","tumor protein p53 binding protein 2"
"172","ILMN_1798827",0.087756920817899,8.4730251612613,4.56887483788414,6.41042545613164e-06,0.00715688593395718,2.80079337322798,"SRBD1","S1 RNA binding domain 1"
"254","ILMN_2394571",0.0757533608796574,8.81107952345751,4.56216130325466,6.60912016085724e-06,0.00715688593395718,2.77160628092367,"FBXW11","F-box and WD repeat domain containing 11"
"28","ILMN_1676448",0.152383560710987,9.12745563070441,4.53526299225816,7.46613449451948e-06,0.00730521290679217,2.65505672741125,"WDFY1","WD repeat and FYVE domain containing 1"
"44","ILMN_1691736",-0.0842826889194104,8.284921628305,-4.53006445929259,7.64363091884619e-06,0.00730521290679217,2.63260383697967,"ST6GALNAC6","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
"144","ILMN_1778177",0.0927524694508399,9.37934684593951,4.54713443275025,7.07550838022437e-06,0.00730521290679217,2.70641815784685,"ZNF207","zinc finger protein 207"
"146","ILMN_1779252",0.256707686849031,9.46694349872191,4.53198298816556,7.57765920729351e-06,0.00730521290679217,2.64088739622477,"TRIM22","tripartite motif containing 22"
"246","ILMN_2361104",-0.178776700523599,10.6456462425019,-4.53707927565834,7.40505762976978e-06,0.00730521290679217,2.66290691986493,"ZMAT3","zinc finger matrin-type 3"
"41","ILMN_1688698",0.0677549740747985,8.27943020683257,4.52339873961414,7.87715252239025e-06,0.00738361862012203,2.60384829115278,"ZEB2","zinc finger E-box binding homeobox 2"
"52","ILMN_1703335",0.153686581961299,9.17818027779337,4.51585009929184,8.14986974431776e-06,0.00749511228448181,2.57133035532529,"LACTB","lactamase beta"
"149","ILMN_1781010",0.168023704440238,10.0945574754759,4.50668620734033,8.49312387705953e-06,0.00766614525954881,2.53192063520174,"ARHGEF3","Rho guanine nucleotide exchange factor 3"
"48","ILMN_1700238",-0.0528628813394043,8.02571601992453,-4.50117827507189,8.70606212734784e-06,0.00771547054929433,2.50826857015142,"ZNF500","zinc finger protein 500"
"228","ILMN_2235745",-0.17137157927608,10.3073972074181,-4.46631174638566,1.01776070745919e-05,0.0088585165005314,2.35915635158958,"GRIPAP1","GRIP1 associated protein 1"
"105","ILMN_1747223",0.0676082551174488,8.57255990848769,4.45313973428056,1.07933053883892e-05,0.00922960160071696,2.30309911104245,"FRYL","FRY like transcription coactivator"
"42","ILMN_1690921",0.263877783167457,10.9018173418918,4.42989929868139,1.19676541384604e-05,0.00933334681155427,2.20456108202781,"STAT2","signal transducer and activator of transcription 2"
"78","ILMN_1722492",-0.151447792904612,10.7903474841711,-4.43292579261758,1.18080686091801e-05,0.00933334681155427,2.21736659166142,"DUSP19","dual specificity phosphatase 19"
"117","ILMN_1762615",0.0673611386352491,8.59088520851655,4.42964143614831,1.19813461859293e-05,0.00933334681155427,2.203470399364,"ABRAXAS2","abraxas 2, BRISC complex subunit"
"134","ILMN_1769546",0.0649453330259355,8.10343246794378,4.42702074401675,1.2121354045379e-05,0.00933334681155427,2.19238892949189,"RIN2","Ras and Rab interactor 2"
"169","ILMN_1796537",0.180510357529142,10.9591692958487,4.44145066798008,1.13694377747943e-05,0.00933334681155427,2.25347939610084,"FYB1","FYN binding protein 1"
"209","ILMN_2096116",0.160547717077984,10.05590013365,4.44167613819355,1.13580512205849e-05,0.00933334681155427,2.25443538493666,"HSP90B1","heat shock protein 90 beta family member 1"
"213","ILMN_2114568",0.350964673927434,9.43627494197832,4.4245456666313,1.22550202277189e-05,0.00933334681155427,2.18192868056598,"GBP5","guanylate binding protein 5"
"15","ILMN_1661833",0.125060426812302,8.42331611267679,4.41047455163265,1.30421630213101e-05,0.00978001707668765,2.12256239284455,"ANKRD12","ankyrin repeat domain 12"
"152","ILMN_1783424",0.144274558579694,9.31538752362728,4.40680762923218,1.32551097882648e-05,0.00978909941363034,2.10711994768052,"PUM1","pumilio RNA binding family member 1"
"187","ILMN_1814305",0.17124923188153,8.9744712521437,4.40268889204201,1.34982630434779e-05,0.00981988563082388,2.08978877398214,"SAMD9","sterile alpha motif domain containing 9"
"38","ILMN_1686906",-0.0732731675612364,8.35504226579305,-4.3759595886327,1.51831534700195e-05,0.0108831950946425,1.97767493689208,"TP53INP2","tumor protein p53 inducible nuclear protein 2"
"256","ILMN_2399264",-0.099874973419297,8.70450601914168,-4.37042868807516,1.55560797792817e-05,0.0109889049362572,1.95455399592061,"SEPTIN6","septin 6"
"190","ILMN_1824898",-0.101785227943969,8.46165774818688,-4.36348267363347,1.60368441756199e-05,0.011166683697258,1.92555532083678,NA,NA
"107","ILMN_1748407",-0.025915526115619,7.84872679991455,-4.35660806617741,1.65266397372995e-05,0.011345654564443,1.89689632267506,NA,NA
"225","ILMN_2206188",-0.14121788624491,9.51019601785191,-4.31850666904488,1.95113925332888e-05,0.0132086707619106,1.73880888129498,"SHROOM4","shroom family member 4"
"139","ILMN_1773865",0.0516787194116048,8.16877434527393,4.29338444094493,2.17541365076236e-05,0.0145252071459533,1.63527012760553,"HSPA5","heat shock protein family A (Hsp70) member 5"
"67","ILMN_1715991",0.227907637839353,8.85602418828022,4.27000145345625,2.40612397642964e-05,0.0147752832715197,1.53939769563501,"CAVIN2","caveolae associated protein 2"
"115","ILMN_1759030",0.0374245429249944,7.88340508686105,4.26808349205038,2.42605066481457e-05,0.0147752832715197,1.53155521197763,"MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5"
"196","ILMN_1878029",-0.0793353892298079,8.41950365766535,-4.26243207468109,2.48568632445245e-05,0.0147752832715197,1.5084655657005,NA,NA
"212","ILMN_2111918",0.0865821669989852,8.27926325420453,4.26273896573717,2.48241229188403e-05,0.0147752832715197,1.50971868976125,"PCNX4","pecanex 4"
"218","ILMN_2154322",-0.149779059326722,9.46524160368418,-4.28038846102389,2.30089412030125e-05,0.0147752832715197,1.58192605550759,"SEMA3E","semaphorin 3E"
"241","ILMN_2326509",0.167522499273531,9.86991746414519,4.26724885068607,2.43477129449647e-05,0.0147752832715197,1.52814340049177,"CASP1","caspase 1"
"251","ILMN_2380566",0.0736539709559167,8.31535874178153,4.2653102072917,2.45514255912238e-05,0.0147752832715197,1.52022106190443,"SIAH1","siah E3 ubiquitin protein ligase 1"
"252","ILMN_2388547",0.386959338271827,9.7634502060862,4.26673860752033,2.44011722749637e-05,0.0147752832715197,1.52605795207819,"EPSTI1","epithelial stromal interaction 1"
"259","ILMN_2410742",0.134694367247477,8.63803019871812,4.27393890193593,2.36570438435142e-05,0.0147752832715197,1.55550793962227,"JMJD1C","jumonji domain containing 1C"
"74","ILMN_1718610",0.134929023074047,9.57563609529064,4.25531742718808,2.56275378058214e-05,0.0150498487678475,1.47943766304772,"ARHGAP17","Rho GTPase activating protein 17"
"182","ILMN_1809086",0.10461549792195,8.7170413765551,4.24781618562055,2.64647651512257e-05,0.0151758303882475,1.44888071929532,"XRN1","5'-3' exoribonuclease 1"
"217","ILMN_2148785",0.291779993405545,8.86602560077875,4.24910715487487,2.63188420114355e-05,0.0151758303882475,1.45413606133733,"GBP1","guanylate binding protein 1"
"151","ILMN_1781373",0.154150272062775,8.4670993883178,4.23910714573536,2.74695434753534e-05,0.015397878709676,1.41346589103506,"IFIH1","interferon induced with helicase C domain 1"
"192","ILMN_1858815",-0.0251348066097057,7.72135192442646,-4.2389857641279,2.74838013980102e-05,0.015397878709676,1.41297277172542,NA,NA
"150","ILMN_1781097",0.156742296336921,9.50734266874515,4.23531943412947,2.79178045851981e-05,0.015463291262406,1.39808422919811,"UBXN4","UBX domain protein 4"
"55","ILMN_1704621",0.0349342638607562,7.98584500994112,4.23217996949492,2.8294629212821e-05,0.0154959192931609,1.38534464402617,"WDR44","WD repeat domain 44"
"161","ILMN_1791375",-0.141728715665973,9.32544263519051,-4.21434804745006,3.05287226972247e-05,0.0164825086618917,1.31314967615366,"STAG3L1","STAG3 cohesin complex component like 1 (pseudogene)"
"162","ILMN_1791375",-0.141728715665973,9.32544263519051,-4.21434804745006,3.05287226972247e-05,0.0164825086618917,1.31314967615366,"STAG3L3","STAG3 cohesin complex component like 3 (pseudogene)"
"163","ILMN_1791375",-0.141728715665973,9.32544263519051,-4.21434804745006,3.05287226972247e-05,0.0164825086618917,1.31314967615366,"STAG3L2","STAG3 cohesin complex component like 2 (pseudogene)"
"203","ILMN_2064917",0.0825094767715218,8.35880950414738,4.21247896467557,3.07723993318318e-05,0.0164825086618917,1.30559868549957,"AGGF1","angiogenic factor with G-patch and FHA domains 1"
"188","ILMN_1814726",0.125555857514799,9.28812775729831,4.18725791871431,3.42473682255978e-05,0.0181444045875227,1.20400876101407,"SCARB2","scavenger receptor class B member 2"
"63","ILMN_1711919",0.09179777297485,8.43245120397808,4.1831626546272,3.48457798938157e-05,0.0182629355224125,1.18756615650337,"SCYL2","SCY1 like pseudokinase 2"
"100","ILMN_1742163",-0.167758441679457,12.714732964825,-4.17564583442083,3.59701816930184e-05,0.0186516871923521,1.15742449836416,"MTMR12","myotubularin related protein 12"
"59","ILMN_1708485",-0.073459739907177,8.17610052310457,-4.1658446734011,3.74882849939558e-05,0.0186612744959817,1.11819795432027,"BIN3","bridging integrator 3"
"77","ILMN_1720865",-0.07239909366427,8.28578985596813,-4.16648338064394,3.73875245579351e-05,0.0186612744959817,1.12075162100291,"OSBPL7","oxysterol binding protein like 7"
"221","ILMN_2175094",-0.0757471479636234,8.40007154209544,-4.16692395411699,3.73181714966346e-05,0.0186612744959817,1.12251332359489,"TDRD1","tudor domain containing 1"
"255","ILMN_2399174",-0.0577638289346147,8.0199399370409,-4.16564331772294,3.75201038243447e-05,0.0186612744959817,1.11739297288503,"TRAK1","trafficking kinesin protein 1"
"43","ILMN_1691731",0.220753511431047,9.08470052249409,4.15602810269098,3.90698344636934e-05,0.0190434187142934,1.07899496593395,"PARP14","poly(ADP-ribose) polymerase family member 14"
"243","ILMN_2334242",-0.142089788321707,9.99699753455143,-4.15745020648489,3.88368463375113e-05,0.0190434187142934,1.08466892668054,"CREB1","cAMP responsive element binding protein 1"
"200","ILMN_1903914",-0.17983111158412,9.24439155757488,-4.14860909375458,4.03070623012299e-05,0.0194519488186787,1.04942338648462,NA,NA
"5","ILMN_1655077",0.124309519647964,8.81707772836906,4.13112548455335,4.33719434161368e-05,0.020725835941072,0.97992802652441,"PRDM1","PR/SET domain 1"
"58","ILMN_1708006",0.114848559465534,8.76487411564325,4.12750866130223,4.40330848522096e-05,0.0208010605172695,0.965585398484501,"MICB","MHC class I polypeptide-related sequence B"
"136","ILMN_1771385",0.239897379513652,9.01305466912608,4.12561594167443,4.43828791144399e-05,0.0208010605172695,0.958084383468423,"GBP4","guanylate binding protein 4"
"91","ILMN_1733998",0.25731742150109,9.96474001347113,4.11879538243832,4.56654542729296e-05,0.0209983544544447,0.9310802695039,"DHRS9","dehydrogenase/reductase 9"
"94","ILMN_1737462",0.15898824136193,8.81198284491814,4.12104857514,4.52378997816334e-05,0.0209983544544447,0.939996595524899,"OXR1","oxidation resistance 1"
"223","ILMN_2186877",-0.0718716007393585,8.24531402328328,-4.11241428478478,4.68972641820061e-05,0.0213632378575639,0.905853464271685,"EBLN2","endogenous Bornavirus like nucleoprotein 2"
"135","ILMN_1771238",0.0698210714849914,8.18741213199298,4.10185188763406,4.90059874270707e-05,0.0219348678176286,0.864175909748159,"CHM","CHM Rab escort protein"
"181","ILMN_1808395",-0.138184190565141,9.18247714244067,-4.10162546407493,4.90521642961207e-05,0.0219348678176286,0.863283562932603,"ACAP1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
"13","ILMN_1661342",-0.100590547057754,8.49145144042883,-4.09942336961482,4.95034238921905e-05,0.0219354171577559,0.85460737169725,"SEPTIN6","septin 6"
"61","ILMN_1710434",-0.146547779856949,10.6103552368707,-4.09238924613981,5.09714779675795e-05,0.0223824484603222,0.826921984633328,"TBC1D10C","TBC1 domain family member 10C"
"6","ILMN_1655572",-0.023422024265777,7.82049216357482,-4.07503890384829,5.47716389453473e-05,0.0226244002158824,0.758821376681203,"AGPAT4-IT1","AGPAT4 intronic transcript 1"
"64","ILMN_1712312",0.174874435540328,9.65152950973612,4.07514938412287,5.47466103072912e-05,0.0226244002158824,0.759254168005471,"RAB11A","RAB11A, member RAS oncogene family"
"71","ILMN_1716862",0.143419634386902,9.19668247740922,4.08607447168354,5.23245885319203e-05,0.0226244002158824,0.802105323239429,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B"
"89","ILMN_1731224",0.241237004856391,9.49131332291569,4.08512235860347,5.25315442026326e-05,0.0226244002158824,0.798366655189172,"PARP9","poly(ADP-ribose) polymerase family member 9"
"111","ILMN_1753190",0.0275803641382302,7.85840655843587,4.07762512885548,5.4188588923689e-05,0.0226244002158824,0.768955406681791,NA,NA
"145","ILMN_1779034",-0.0780098422644961,8.48803170500148,-4.07803892713932,5.40958497708199e-05,0.0226244002158824,0.770577412618547,"NADSYN1","NAD synthetase 1"
"155","ILMN_1784737",-0.172771055028665,10.2098600544341,-4.07643637306722,5.44558506762699e-05,0.0226244002158824,0.764296570763848,"S1PR4","sphingosine-1-phosphate receptor 4"
"7","ILMN_1657361",-0.0934253351837953,8.75793528583529,-4.0569282713685,5.90248602568409e-05,0.0235437492268754,0.688022308840042,"CBX7","chromobox 7"
"69","ILMN_1716678",0.186906254213229,13.1793155173683,4.05763957277668,5.88520511556388e-05,0.0235437492268754,0.690797457612161,"NPC2","NPC intracellular cholesterol transporter 2"
"133","ILMN_1769520",0.289461110876848,11.7864503244336,4.05992242088797,5.83006801405167e-05,0.0235437492268754,0.699707053407016,"UBE2L6","ubiquitin conjugating enzyme E2 L6"
"189","ILMN_1820759",-0.125577404067585,8.44654187120819,-4.05534011944749,5.94124400907981e-05,0.0235437492268754,0.681827746243746,NA,NA
"191","ILMN_1850677",-0.0754535130215377,8.17356353135306,-4.06316379564503,5.75262262637128e-05,0.0235437492268754,0.712365599687539,NA,NA
"18","ILMN_1664776",0.136720223802929,9.19745486127967,4.03735153225023,6.39746857655303e-05,0.0243551724227973,0.611820415417523,"EFR3A","EFR3 homolog A"
"39","ILMN_1688346",0.0906287892712641,8.41892378944662,4.03962018744835,6.33814965524339e-05,0.0243551724227973,0.620633592782576,"ZNF800","zinc finger protein 800"
"40","ILMN_1688622",0.094051064939217,9.02859341090483,4.03708764415812,6.40440264056117e-05,0.0243551724227973,0.610795571852221,"UBQLN1","ubiquilin 1"
"179","ILMN_1805395",-0.0832225739198371,8.23881653104559,-4.03951143244195,6.34098132844415e-05,0.0243551724227973,0.620211001146914,"LTBP3","latent transforming growth factor beta binding protein 3"
"227","ILMN_2227495",-0.162752146819262,12.108739905162,-4.03551739879635,6.44581109216045e-05,0.0243551724227973,0.60469860469587,"ZNF549","zinc finger protein 549"
